"nodegoat ID";"Object ID";Name;"Source Object ID";"Source Value";Analysis;"Alternativer Ort Name";GeoNames;WikidataID;"Teil von - Object ID";"hat Teilorte - Object ID"
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12018158;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12016822;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12016820;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12041402;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;11876518;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12016824;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12041382;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12016962;
ngPW0H38aPGBzRGBbPI1aeWomQpMfBWIcPD;12041403;Europa;;;;;6255148;Q46;12016823;
ngOV0G28zOVAzQFCaPH0adVDlQILeAVHbOS;12041402;Tschechoslowakei;;;;;;Q140359;12041403;12041379
ngOV0G28zOVAzQFCaPH0adVDlQILeAVHbOS;12041402;Tschechoslowakei;;;;;;Q140359;12041403;12041395
ngOV0G28zOVAzQFCaPH0adVDlQILeAVHbOS;12041402;Tschechoslowakei;;;;;;Q140359;12041403;12041398
ngOV0G28zOVAzQFCaPH0adVDlQILeAVHbOS;12041402;Tschechoslowakei;;;;;;Q140359;12041403;12041397
ngQX8g28bQnC7SHEcQp02fXpnQqNgCXhdQk;12041382;Ungarn;;;;;719819;Q120134823;12041403;
ngWD6E28hWDIhYNIiYP02lDLtXQTmIDFjWA;12016962;Ukraine;;;;;690791;Q212;12041403;11876652
ngKR2G48vMRW7MBiwMT24zRfhMEHaWRHxMO;12016824;Frankreich;;;;;3017382;Q142;12041403;11876655
ngKR2G48vMRW7MBiwMT24zRfhMEHaWRHxMO;12016824;Frankreich;;;;;3017382;Q142;12041403;11876551
ngJQ2J38uJAV6LANvKS14yQegLDGzVQKwJX;12016823;Polen;;;;;;Q36;12041403;11876494
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12018068
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12017061
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12017032
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016988
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016984
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016983
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016975
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016826
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016825
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016821
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016817
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876698
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876692
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876689
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876687
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876645
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876644
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876643
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876642
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876521
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876520
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876503
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876499
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;11876493
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12017033
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Vaterland;;Q518617;12041403;12016981
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12018068
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12017061
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12017032
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016988
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016984
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016983
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016975
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016826
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016825
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016821
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016817
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876698
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876692
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876689
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876687
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876645
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876644
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876643
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876642
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876521
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876520
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876503
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876499
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;11876493
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12017033
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;NS-Staat;;Q518617;12041403;12016981
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12018068
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12017061
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12017032
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016988
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016984
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016983
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016975
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016826
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016825
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016821
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016817
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876698
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876692
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876689
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876687
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876645
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876644
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876643
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876642
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876521
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876520
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876503
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876499
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;11876493
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12017033
ngIP2I28tIPU5KZIuKB0txPVfKCFyUPJvIM;12016822;"Deutsches Reich";;;;Deutschland;;Q518617;12041403;12016981
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;Russland;;Q15180;12041403;11876641
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;Russland;;Q15180;12041403;11876640
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;Russland;;Q15180;12041403;11876646
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;Russland;;Q15180;12041403;11876656
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;USSR;;Q15180;12041403;11876641
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;USSR;;Q15180;12041403;11876640
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;USSR;;Q15180;12041403;11876646
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;USSR;;Q15180;12041403;11876656
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Sovjet Union";;Q15180;12041403;11876641
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Sovjet Union";;Q15180;12041403;11876640
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Sovjet Union";;Q15180;12041403;11876646
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Sovjet Union";;Q15180;12041403;11876656
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Union der Sozialistischen Sowjet Republiken";;Q15180;12041403;11876641
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Union der Sozialistischen Sowjet Republiken";;Q15180;12041403;11876640
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Union der Sozialistischen Sowjet Republiken";;Q15180;12041403;11876646
ngGN2C08rHNStIXwsGZ8svNPdHgDwSNDtHK;12016820;UdSSR;;;;"Union der Sozialistischen Sowjet Republiken";;Q15180;12041403;11876656
ngEL1A88pFrQqGVyqFN6otLBbEYBuQLBrFo;11876518;Schweiz;;;;;2658434;;12041403;
ngPW2H98aQcB9RGDbRY7zeWMmRJMfBWIcQz;12017029;Pfänder;;;;;2768947;Q698608;12017062;
ngPW2H98aQcB9RGDbRY7zeWMmRJMfBWIcQz;12017029;Pfänder;;;;;2768947;Q698608;12018158;
ngLS2H58wLCXyNCDxNU38aSYiMFIbXSIyLZ;12016825;Schachen;;;;"Albruck Schachen";2840973;;12018160;
ngLS2H58wLCXyNCDxNU38aSYiMFIbXSIyLZ;12016825;Schachen;;;;"Albruck Schachen";2840973;;12016822;
ngAH4E08lCRMkCRumBz8npHrxBaXqMHFnCO;11876640;Orekhovsk;;;;;;;12016820;
ngQX5C68bRXC8SHgcRp41fXDnSKNgCXDdRU;11876656;"bei Balka Chilekova";;;;;811604;;12016820;
ngGN4K68rGNSqIXYsGP4rvNVdHADwSNLtGK;11876646;Kotlyany;;;;;8216185;;12016820;
ngBI4F18mCyNoDSXnBa96qIQyDVYrNIGoCv;11876641;Orscha;;;;;624079;;12016820;
ngSZ3O28dSpE5UJGeSr06hZnpUMPiEZPfSm;12017032;Lindau;;;;"Lindau (Bodensee)";2877550;Q153969;12016822;
ngSZ3O28dSpE5UJGeSr06hZnpUMPiEZPfSm;12017032;Lindau;;;;Lindau/Bodensee;2877550;Q153969;12016822;
ngSZ3O28dSpE5UJGeSr06hZnpUMPiEZPfSm;12017032;Lindau;;;;"Lindau am Bodensee";2877550;Q153969;12016822;
ngWD6E28hWDIhYNIiYP0jlDJtYQTmIDFjWA;12017062;Bregenz;;;;;2781503;Q1737;12018158;
ngNU7d98yOEZ3PEVzNG74cUOkOnKdZUeaOB;12041379;Petrovice;;;;;3068370;Q387189;12041402;
ngGN9a88rINSsIXKsHf61vNZdHgDwSNbtIK;12041398;Prag;;;;;3067696;Q1085;12041402;12041397
ngFM9d78qFWRrHWBrFe51uMacFZCvRMesFT;12041397;Prag-Karlin;;;;;3073838;Q1734030;12041402;
ngMT7Y88xNzY8ODcyMV61bTRjOGJcYTZzNw;12041378;Königshütte;;;;"Königshütte O.S.";7530967;Q104302;12016822;
ngMT7Y88xNzY8ODcyMV61bTRjOGJcYTZzNw;12041378;Königshütte;;;;"Königshütte Oberschlesien";7530967;Q104302;12016822;
ngMT7Y88xNzY8ODcyMV61bTRjOGJcYTZzNw;12041378;Königshütte;;;;Chorzów;7530967;Q104302;12016822;
ngSZ8q48dTpEcUJKeTB2fhZHpUMPiEZrfTm;12041384;"Feldlazarett Sankt Vinzenz Stift";;;;;;;11876645;
ngWD6E28hWDIhYNSiX304lDTtWQTmIDFjWA;12041362;Neustadt;;;;;11974751;;12041361;
ngWD6E28hWDIhYNSiX304lDTtWQTmIDFjWA;12041362;Neustadt;;;;;11974751;;12016981;
ngWD6E28hWDIhYNSiX304lDTtWQTmIDFjWA;12041362;Neustadt;;;;;11974751;;12016822;
ngJQ7z58uJAV6LAJvKC3vyQigKjGzVQawJX;12041375;Malapane;;;;Ozimek;3089583;Q567827;12016823;
ngPW5B58aQmB8RGXbPY37eWomPpMfBWCcQj;11876655;Straßburg;;;;Strassburg;6441375;;12016824;
ngXE8v98iZEJ0ZOPjZQ7imECuXRUnJEwkZB;11876689;Kosel;;;;;6551869;;12016822;
